"tgl","temp.mei","rh.mei","temp.vai","rh.vai"
2020-11-01 01:36:02,26.45,86.9,28.84,95.27
2020-11-01 01:36:37,24.92,84.75,29.2,95.41
2020-11-01 01:37:12,26.19,85.99,28.26,95.81
2020-11-01 01:37:47,25.04,84.49,30.39,94.48
2020-11-01 01:38:22,26.23,84.47,27.3,91.56
2020-11-01 01:38:57,25.09,86.73,28.78,95.02
2020-11-01 01:39:32,25.65,85.64,29.29,92.5
2020-11-01 01:40:08,25.39,84.47,28.67,91.54
2020-11-01 01:40:43,26.96,84.82,29.73,93.99
2020-11-01 01:41:18,26.79,84.68,28.84,94.67
2020-11-01 01:41:53,24.61,86.1,29.8,93.92
2020-11-01 01:42:28,25.89,84.52,29.55,94.34
2020-11-01 01:43:03,24.99,84.45,30.52,94.74
2020-11-01 01:43:38,26.37,86.22,28.76,92.94
2020-11-01 01:44:13,24.81,86.43,27.66,95.69
2020-11-01 01:44:49,26.1,85.59,27.1,92.47
2020-11-01 01:45:24,25.27,86.85,28.89,95.46
2020-11-01 01:45:59,26.7,84.8,29.68,94.46
2020-11-01 01:46:34,25.23,84.35,28.19,95.51
2020-11-01 01:47:09,26.64,84.68,28.74,91.77
2020-11-01 01:47:44,26.55,84.47,27.62,91.56
2020-11-01 01:48:19,26.59,86.48,27.08,93.17
2020-11-01 01:48:55,26.51,84.68,28.61,95.69
2020-11-01 01:49:30,24.83,84.8,28.61,91.87
2020-11-01 01:50:05,25.24,84.49,27.08,94.76
2020-11-01 01:50:40,25,86.69,29.99,93.36
2020-11-01 01:51:15,24.66,85.61,28.76,93.92
2020-11-01 01:51:50,26.36,86.43,30.59,95.25
2020-11-01 01:52:25,24.58,85.43,29.34,92.33
2020-11-01 01:53:00,24.73,86.5,27.11,93.17
2020-11-01 01:53:36,26.37,86.43,30.22,93.1
2020-11-01 01:54:11,24.75,86.29,27.07,92.99
2020-11-01 01:54:46,26.89,84.63,28.8,91.73
2020-11-01 01:55:21,25.4,84.68,27.73,91.77
2020-11-01 01:55:56,26.71,84.66,30.43,94.99
2020-11-01 01:56:31,25.21,84.7,27.59,91.8
2020-11-01 01:57:06,24.7,85.61,29.39,92.47
2020-11-01 01:57:42,24.7,84.89,27.96,95.58
2020-11-01 01:58:17,24.96,84.35,27.17,94.43
2020-11-01 01:58:52,25.37,84.73,28.87,95.76
2020-11-01 01:59:27,24.79,84.77,29.18,91.84
2020-11-01 02:00:02,26.61,86.45,29.25,95.51
2020-11-01 02:00:37,24.6,85.99,30.79,95.44
2020-11-01 02:01:12,25.94,84.82,27.36,95.6
2020-11-01 02:01:48,24.8,86.52,28.81,93.2
2020-11-01 02:02:23,26.7,85.59,28.78,92.47
2020-11-01 02:02:58,24.7,86.08,27.08,94.81
2020-11-01 02:03:33,26.52,84.54,27.91,91.63
2020-11-01 02:04:08,26.97,84.8,28.02,91.89
2020-11-01 02:04:43,26.78,85.43,27.18,92.36
2020-11-01 02:05:18,24.66,86.17,27.14,92.89
2020-11-01 02:05:53,26.04,85.24,30.15,93.85
2020-11-01 02:06:29,24.84,84.91,28.81,91.94
2020-11-01 02:07:04,26.26,86.2,29.46,92.92
2020-11-01 02:07:39,24.7,85.5,30.59,92.38
2020-11-01 02:08:14,26.35,86.29,29.7,92.99
2020-11-01 02:08:49,26.31,86.57,29.29,95.25
2020-11-01 02:09:24,24.71,85.19,28.77,92.17
2020-11-01 02:09:59,26.02,85.4,28.75,92.33
2020-11-01 02:10:35,25.99,84.75,29.19,95.51
2020-11-01 02:11:10,26.75,84.7,28.83,91.8
2020-11-01 02:11:45,25.35,86.85,27.04,93.52
2020-11-01 02:12:20,24.65,85.8,27.18,92.61
2020-11-01 02:12:55,25.59,85.03,28.88,94.41
2020-11-01 02:13:30,24.77,86.29,28.82,94.71
2020-11-01 02:14:05,25.12,84.56,28.81,91.63
2020-11-01 02:14:40,26.61,84.8,28.39,95.83
2020-11-01 02:15:16,26.37,86.78,30.04,94.18
2020-11-01 02:15:51,24.83,84.66,28.85,95.02
2020-11-01 02:16:26,25.43,84.42,30.43,95.16
2020-11-01 02:17:01,26.81,85.12,30.07,93.85
2020-11-01 02:17:36,27,84.89,28.18,95.88
2020-11-01 02:18:11,26.23,86.03,27.09,92.8
2020-11-01 02:18:46,25.67,85.5,29.75,94.15
2020-11-01 02:19:22,24.67,84.94,27.15,91.96
2020-11-01 02:19:57,26.32,86.2,29.52,92.92
2020-11-01 02:20:32,25.02,84.47,28.76,94.39
2020-11-01 02:21:07,25.03,86.83,27.3,95.88
2020-11-01 02:21:42,25.57,85.01,28.73,93.62
2020-11-01 02:22:17,26.74,84.77,29.27,95.55
2020-11-01 02:22:52,25.83,84.49,28.87,91.56
2020-11-01 02:23:27,24.76,85.5,30.08,94.2
2020-11-01 02:24:03,26.24,86.34,27.18,93.03
2020-11-01 02:24:38,25.97,85.08,30.66,92.08
2020-11-01 02:25:13,24.68,85.52,29.49,92.4
2020-11-01 02:25:48,25.1,84.33,27.99,95.9
2020-11-01 02:26:23,26.52,84.77,27.98,91.87
2020-11-01 02:26:58,25.14,84.26,27.05,94.69
2020-11-01 02:27:33,26.14,85.92,27.03,94.97
2020-11-01 02:28:09,25.22,84.38,28.84,91.49
2020-11-01 02:28:44,27.01,84.47,28.08,91.56
2020-11-01 02:29:19,24.63,85.45,28.84,92.36
2020-11-01 02:29:54,25.61,85.47,28.83,92.38
2020-11-01 02:30:29,26.83,84.45,29.51,94.76
2020-11-01 02:31:04,24.99,84.63,27.16,91.73
2020-11-01 02:31:39,25.41,84.84,27.13,91.91
2020-11-01 02:32:15,25.48,86.62,27.2,93.31
2020-11-01 02:32:50,25.91,85.03,27.16,92.05
2020-11-01 02:33:25,26.85,85.19,27.13,94.78
2020-11-01 02:34:00,25.5,84.98,28.88,92.01
2020-11-01 02:34:35,26.52,84.56,28.03,91.66
2020-11-01 02:35:10,25.52,85.31,29.46,94.78
2020-11-01 02:35:45,26.77,85.66,29.44,92.52
2020-11-01 02:36:20,24.72,85.15,30.06,94.34
2020-11-01 02:36:56,26.45,84.47,27.52,91.56
2020-11-01 02:37:31,26.01,85.22,28.34,95.88
2020-11-01 02:38:06,26.59,84.59,29.73,94.27
2020-11-01 02:38:41,25.59,85.43,27.73,95.48
2020-11-01 02:39:16,25.34,86.48,28.86,94.88
2020-11-01 02:39:51,24.88,86.78,30.14,94.29
2020-11-01 02:40:26,25.35,84.49,28.68,91.56
2020-11-01 02:41:02,24.99,84.35,28.16,91.49
2020-11-01 02:41:37,26.71,85.59,27.03,94.18
2020-11-01 02:42:12,25.6,85.94,29.5,94.69
2020-11-01 02:42:47,25.17,86.55,27.04,94.2
2020-11-01 02:43:22,25.63,85.08,30.54,92.08
2020-11-01 02:43:57,24.98,84.75,27.23,91.84
2020-11-01 02:44:32,24.85,84.49,28.2,91.56
2020-11-01 02:45:07,25.59,85.4,27.07,92.33
2020-11-01 02:45:43,26.02,84.66,30.68,95.69
2020-11-01 02:46:18,26.25,85.87,27.75,95.51
2020-11-01 02:46:53,26.19,85.64,29.51,92.5
2020-11-01 02:47:28,26.17,84.7,28.25,91.8
2020-11-01 02:48:03,25.29,84.61,27.13,94.81
2020-11-01 02:48:38,26.15,85.57,27.03,95.76
2020-11-01 02:49:13,25.04,86.59,30.02,93.27
2020-11-01 02:49:49,25.55,86.57,27.16,93.27
2020-11-01 02:50:24,24.72,84.98,27.15,92.01
2020-11-01 02:50:59,25.37,86.71,27.67,95.51
2020-11-01 02:51:34,25.34,84.73,28.87,95.25
2020-11-01 02:52:09,26.22,86.13,27.08,92.87
2020-11-01 02:52:44,26.43,86.94,28.85,93.57
2020-11-01 02:53:19,25.55,84.87,28.83,95.25
2020-11-01 02:53:54,26.45,84.54,27.84,91.63
2020-11-01 02:54:30,24.74,85.71,29.5,94.97
2020-11-01 02:55:05,26.36,86.24,28.74,93.85
2020-11-01 02:55:40,25.82,84.68,27.92,91.77
2020-11-01 02:56:15,25.54,85.89,30.07,94.25
2020-11-01 02:56:50,24.67,85.5,29.69,94.06
2020-11-01 02:57:25,25.09,86.73,30.05,94.18
2020-11-01 02:58:00,26.07,85.43,30.68,92.33
2020-11-01 02:58:36,24.86,84.98,30.45,94.67
2020-11-01 02:59:11,26.67,85.54,30.26,94.36
2020-11-01 02:59:46,25.62,85.17,30.5,92.15
2020-11-01 03:00:21,25.44,84.56,27.96,95.62
2020-11-01 03:00:56,25.1,86.64,29.68,94.34
2020-11-01 03:01:31,25.5,86.43,29.82,93.1
2020-11-01 03:02:06,25,84.35,28.17,91.49
2020-11-01 03:02:42,25.45,84.82,28.47,91.89
2020-11-01 03:03:17,25.4,84.77,27.11,91.87
2020-11-01 03:03:52,24.95,84.47,28.24,91.54
2020-11-01 03:04:27,25.04,84.66,27.29,91.75
2020-11-01 03:05:02,24.88,86.29,28.91,93.73
2020-11-01 03:05:37,26.42,86.45,30.25,93.13
2020-11-01 03:06:12,26.88,84.96,30.74,91.98
2020-11-01 03:06:47,26.4,84.66,28.4,91.75
2020-11-01 03:07:23,25.49,84.68,27.82,91.77
2020-11-01 03:07:58,26.76,85.78,27.4,95.6
2020-11-01 03:08:33,25.53,86.27,29.64,92.96
2020-11-01 03:09:08,24.95,86.66,29.66,94.48
2020-11-01 03:09:43,25.98,84.94,28.39,95.65
2020-11-01 03:10:18,25.63,86.38,30.24,93.06
2020-11-01 03:10:53,25.32,86.41,29.67,93.08
2020-11-01 03:11:29,25.29,84.47,28.58,91.54
2020-11-01 03:12:04,26.19,86.06,29.27,95.02
2020-11-01 03:12:39,25.66,85.66,27.14,92.52
2020-11-01 03:13:14,26.25,86.13,27.11,92.87
2020-11-01 03:13:49,26.55,86.08,28.8,94.9
2020-11-01 03:14:24,26.46,86.83,29.77,93.5
2020-11-01 03:14:59,25.03,84.73,27.39,95.86
2020-11-01 03:15:34,25.69,85.85,30.5,92.64
2020-11-01 03:16:10,25.35,84.68,27.68,91.77
2020-11-01 03:16:45,25.89,84.87,28.24,91.91
2020-11-01 03:17:20,25.36,86.83,28.81,93.5
2020-11-01 03:17:55,25.59,85.73,28.77,92.57
2020-11-01 03:18:30,26.92,85.05,28.81,92.08
2020-11-01 03:19:05,26.57,85.94,27.16,92.73
2020-11-01 03:19:40,25.02,86.78,28.87,93.45
2020-11-01 03:20:16,25.6,85.4,28.91,93.59
2020-11-01 03:20:51,24.88,84.56,28.57,91.63
2020-11-01 03:21:26,26.5,86.87,30.08,93.52
2020-11-01 03:22:01,25.2,84.38,27.61,95.58
2020-11-01 03:22:36,25.22,84.38,30.22,94.2
2020-11-01 03:23:11,26.27,84.7,29.65,94.74
2020-11-01 03:23:46,26.19,85.94,28.79,93.92
2020-11-01 03:24:21,24.62,85.85,29.53,94.83
2020-11-01 03:24:57,24.65,84.91,27.13,91.94
2020-11-01 03:25:32,25.22,86.9,30.51,95.13
2020-11-01 03:26:07,26.81,84.47,27.78,95.6
2020-11-01 03:26:42,25.38,86.41,29.72,93.08
2020-11-01 03:27:17,25.72,85.31,29.33,95.06
2020-11-01 03:27:52,25.01,86.9,30.12,93.52
2020-11-01 03:28:27,25.4,84.7,27.23,95.58
2020-11-01 03:29:03,26.95,85.05,29.83,93.9
2020-11-01 03:29:38,26.28,84.77,29.84,93.85
2020-11-01 03:30:13,24.88,84.8,27.05,95.46
2020-11-01 03:30:48,26.69,84.63,28.6,91.73
2020-11-01 03:31:23,26.17,85.59,27.03,95.46
2020-11-01 03:31:58,25.99,85.17,27.06,95.58
2020-11-01 03:32:33,26.52,86.55,27.18,94.25
2020-11-01 03:33:09,26.96,84.47,30.19,94.01
2020-11-01 03:33:44,26.08,85.75,27.58,95.88
2020-11-01 03:34:19,26.15,84.77,27.27,95.53
2020-11-01 03:34:54,26.48,86.9,28.9,93.55
2020-11-01 03:35:29,26.74,85.61,30.61,94.9
2020-11-01 03:36:04,24.69,86.15,29.46,92.87
2020-11-01 03:36:39,26.55,84.56,30.01,94.18
2020-11-01 03:37:14,26.26,84.59,27.88,91.68
2020-11-01 03:37:50,26.89,84.61,28.67,91.7
2020-11-01 03:38:25,27.06,84.61,30.43,94.88
2020-11-01 03:39:00,26.11,85.52,30.64,92.4
2020-11-01 03:39:35,24.66,86.03,29.64,92.78
2020-11-01 03:40:10,25.53,85.19,28.91,92.17
2020-11-01 03:40:45,25.61,86.17,29.84,94.27
2020-11-01 03:41:20,26.95,84.68,30.69,91.77
2020-11-01 03:41:56,26.57,86.27,30.33,92.96
2020-11-01 03:42:31,24.77,85.66,30.06,94.15
2020-11-01 03:43:06,24.7,85.36,29.25,92.29
2020-11-01 03:43:41,26.09,84.54,27.48,91.63
2020-11-01 03:44:16,26.36,86.43,29.69,94.2
2020-11-01 03:44:51,26.9,84.52,29.51,94.41
2020-11-01 03:45:26,25.27,86.57,30.21,93.24
2020-11-01 03:46:01,24.77,86.27,28.17,95.9
2020-11-01 03:46:37,25.53,86.34,27.04,93.03
2020-11-01 03:47:12,26.04,85.52,28.16,95.72
2020-11-01 03:47:47,26.49,86.66,29.7,93.36
2020-11-01 03:48:22,26,85.01,29.17,92.03
2020-11-01 03:48:57,26.82,85.05,27.19,92.08
2020-11-01 03:49:32,24.78,86.64,29.79,93.31
2020-11-01 03:50:07,25.02,86.48,28.9,93.15
2020-11-01 03:50:43,26.03,84.73,27.06,95.76
2020-11-01 03:51:18,25.36,84.73,27.62,91.82
2020-11-01 03:51:53,26.22,85.82,28.87,92.64
2020-11-01 03:52:28,26.5,86.69,28.27,95.9
2020-11-01 03:53:03,26.01,84.47,30.72,95.27
2020-11-01 03:53:38,25.72,85.92,27.15,92.71
2020-11-01 03:54:13,25.84,84.66,27.84,91.75
2020-11-01 03:54:48,26.18,84.54,27.57,91.63
2020-11-01 03:55:24,25.69,85.75,27.06,92.59
2020-11-01 03:55:59,25.08,84.59,30.05,94.15
2020-11-01 03:56:34,26.83,84.61,28.01,95.88
2020-11-01 03:57:09,26.72,84.68,27.76,95.88
2020-11-01 03:57:44,26.11,85.29,30.07,94.36
2020-11-01 03:58:19,26.7,85.96,27.03,92.75
2020-11-01 03:58:54,26.21,85.85,27.07,92.66
2020-11-01 03:59:30,25.57,84.94,28.8,94.71
2020-11-01 04:00:05,25.43,86.73,27.07,93.43
2020-11-01 04:00:40,26.08,84.66,27.02,94.97
2020-11-01 04:01:15,26.05,84.98,29.38,92.01
2020-11-01 04:01:50,24.75,85.8,30.33,94.48
2020-11-01 04:02:25,25.63,85.78,29.6,94.27
2020-11-01 04:03:00,26.73,84.45,27.18,95.46
2020-11-01 04:03:36,26.48,86.29,27.07,94.62
2020-11-01 04:04:11,26.53,84.61,27.14,95.88
2020-11-01 04:04:46,26.37,86.73,27.61,95.86
2020-11-01 04:05:21,24.77,85.57,29.24,95.27
2020-11-01 04:05:56,25.32,86.71,27.18,94.99
2020-11-01 04:06:31,26.71,84.75,27.09,94.67
2020-11-01 04:07:06,25.36,84.47,29.35,95.09
2020-11-01 04:07:41,25.42,86.59,27.11,93.29
2020-11-01 04:08:17,25.32,84.82,28.35,91.89
2020-11-01 04:08:52,26.87,85.15,28.88,92.15
2020-11-01 04:09:27,27,84.73,29.28,91.82
2020-11-01 04:10:02,24.72,85.61,29.41,92.47
2020-11-01 04:10:37,25.71,85.66,28.9,94.5
2020-11-01 04:11:12,25.16,86.66,30.15,93.34
2020-11-01 04:11:47,25.21,86.69,30.2,93.36
2020-11-01 04:12:23,25.55,86.45,30.54,95.11
2020-11-01 04:12:58,25.57,85.12,28.67,95.65
2020-11-01 04:13:33,26.91,84.59,28.53,91.68
2020-11-01 04:14:08,26.42,86.97,30.03,94.01
2020-11-01 04:14:43,24.79,84.66,30.54,95.25
2020-11-01 04:15:18,26.29,86.29,29.65,92.99
2020-11-01 04:15:53,26.78,84.75,28.58,91.84
2020-11-01 04:16:28,26.68,85.75,30.12,93.73
2020-11-01 04:17:04,24.97,84.73,27.29,91.82
2020-11-01 04:17:39,26.08,85.17,30.04,93.69
2020-11-01 04:18:14,25.32,84.73,27.58,91.82
2020-11-01 04:18:49,24.79,86.43,28.79,93.1
2020-11-01 04:19:24,25.25,86.8,28.79,93.9
2020-11-01 04:19:59,25.53,86.01,30.31,94.18
2020-11-01 04:20:34,25.11,86.78,30.47,94.71
2020-11-01 04:21:10,26.46,86.45,30.28,93.13
2020-11-01 04:21:45,25.05,86.52,29.72,93.2
2020-11-01 04:22:20,24.74,85.82,30.55,92.61
2020-11-01 04:22:55,25.26,84.63,27.11,95.69
2020-11-01 04:23:30,25.21,84.45,27.17,95.9
2020-11-01 04:24:05,24.97,84.66,27.13,95.58
2020-11-01 04:24:40,25.55,86.08,28.9,92.82
2020-11-01 04:25:15,24.79,85.19,28.85,92.17
2020-11-01 04:25:51,25.93,84.47,27.09,95.58
2020-11-01 04:26:26,24.92,84.68,29.74,94.36
2020-11-01 04:27:01,25.63,86.31,30.08,93.78
2020-11-01 04:27:36,26.29,86.13,27.14,92.87
2020-11-01 04:28:11,25.25,84.66,27.5,91.75
2020-11-01 04:28:46,26.27,85.87,27.56,95.72
2020-11-01 04:29:21,26.72,84.75,28.9,94.15
2020-11-01 04:29:57,26.98,84.7,30.65,91.8
2020-11-01 04:30:32,26.61,84.66,28.27,95.6
2020-11-01 04:31:07,26.06,85.5,30.12,94.32
2020-11-01 04:31:42,26.79,85.47,30.63,94.92
2020-11-01 04:32:17,25.08,84.54,27.42,95.67
2020-11-01 04:32:52,25.59,86.03,28.81,95.55
2020-11-01 04:33:27,26.7,85.75,28.86,92.59
2020-11-01 04:34:03,25.24,84.42,27.97,91.52
2020-11-01 04:34:38,24.68,85.24,29.58,94.36
2020-11-01 04:35:13,26.38,86.5,30.33,93.17
2020-11-01 04:35:48,24.85,84.96,27.53,95.48
2020-11-01 04:36:23,24.67,85.31,28.19,95.67
2020-11-01 04:36:58,26.19,84.66,30.06,93.73
2020-11-01 04:37:33,26.69,84.75,28.82,93.9
2020-11-01 04:38:08,26.47,86.64,29.69,93.34
2020-11-01 04:38:44,25.53,85.01,27.14,93.8
2020-11-01 04:39:19,25.61,85.66,27.09,92.52
2020-11-01 04:39:54,25.02,84.7,27.77,95.55
2020-11-01 04:40:29,26.63,84.45,27.67,91.54
2020-11-01 04:41:04,24.96,84.54,28.53,91.61
